x,y,z,intensity,classification
75.37479,48.14869,151.21353,92.283585,5
47.729656,142.45537,151.06444,56.567383,5
164.50513,29.696198,151.72224,87.332085,2
68.23089,56.239353,151.62967,200.53705,2
171.70027,140.95145,154.71744,159.06178,2
26.846611,25.246174,151.11375,98.20937,5
29.156368,70.512794,151.78322,86.37782,5
180.65764,26.464172,152.30016,171.36362,2
49.658863,28.106367,149.80014,187.34782,2
131.4037,1.7299349,151.89584,123.29865,2
61.918125,39.69625,151.69266,110.88526,5
14.810139,53.92493,151.12709,168.04147,2
77.20479,124.25581,151.41698,177.52812,2
141.42686,106.35146,153.62671,177.73277,2
8.022891,77.30105,150.44897,149.82593,2
56.932472,108.93509,151.70789,199.92133,2
159.18123,13.721874,151.42445,198.705,2
162.65459,136.24718,155.17436,104.99582,5
117.22361,129.96541,154.1473,88.06851,5
128.5001,58.14502,151.93834,78.992424,5
108.454254,62.60285,150.80678,68.99087,2
118.99887,6.6179748,152.10753,178.62082,2
126.66462,76.117966,153.77951,75.45832,5
61.10786,64.62934,151.96443,172.58913,2
119.72107,149.42224,152.88266,202.40211,2
27.17502,105.01962,150.98563,181.24208,2
78.14634,130.63535,151.42888,164.78377,2
125.411194,98.80566,153.01608,121.249214,2
113.754944,30.46901,152.5041,188.5824,2
175.57033,71.67505,151.40498,184.26268,2
65.08756,46.600174,150.60817,175.93768,2
175.472,23.727543,152.01839,80.945465,2
0.81384087,51.67664,150.73012,165.09232,2
195.70291,112.08058,155.4424,137.62245,5
89.752785,37.36845,152.43542,170.39574,2
181.03758,147.1361,156.13342,93.209076,5
5.3187113,111.23,150.52089,199.67612,2
148.86255,70.71023,151.56104,166.36353,2
38.445377,148.0696,152.07875,97.656044,5
5.9540877,145.20183,152.73471,87.947495,5
119.651596,129.54538,154.43999,166.94226,5
85.08327,130.54765,152.11067,73.39849,5
155.17728,74.81503,152.53606,107.55256,5
32.50601,3.5438986,151.1735,188.86142,2
199.45091,133.7654,155.17966,104.14031,2
194.85753,1.606509,151.81444,180.62608,2
182.31711,68.84767,151.09995,180.54237,2
15.807192,23.41346,150.77853,206.41473,2
65.42607,71.26606,152.02184,172.56009,2
167.24777,73.0831,151.80876,172.83942,2
185.36436,91.33434,153.82048,42.95849,5
143.60695,76.113625,152.44868,207.00739,2
31.11736,97.363174,151.21313,182.4106,2
106.54033,26.976309,153.1752,40.465492,5
30.319645,121.90151,150.97205,88.70648,2
149.80582,85.52863,153.34378,162.13635,2
75.60302,2.8418636,152.25534,208.89299,2
186.74509,149.00394,155.55101,101.582344,2
8.404155,80.160095,150.3331,177.36446,2
42.2302,146.16139,150.5619,101.92445,2
166.56705,5.0788274,151.54536,211.31622,2
158.71922,93.136986,154.29977,67.74173,5
171.58916,47.187164,152.19446,155.93706,2
48.765133,130.10858,150.83865,150.2818,2
57.077293,49.3142,151.12576,209.02934,2
148.37785,11.233975,151.3382,147.1541,2
158.61462,6.60021,151.41994,158.15265,2
22.894726,147.06735,151.12369,178.48894,2
178.00734,98.22461,153.44997,108.7455,2
36.9225,67.93562,151.47604,152.30484,2
67.232506,138.97801,150.94519,215.20894,2
59.913555,113.80768,151.68106,126.235435,2
72.241745,85.9515,151.92595,169.64696,2
148.76965,6.047722,151.499,165.8589,2
150.19318,146.83531,153.69193,119.254715,2
68.57517,13.902468,152.2434,75.53412,2
48.938618,79.23463,152.87497,73.99657,5
134.14458,3.0255427,151.69803,206.24825,2
165.92322,5.5993505,151.48885,181.21838,2
24.369415,102.99545,152.39278,79.13576,5
181.29997,29.747597,152.41245,145.17099,2
7.0259333,129.09703,151.73914,102.02177,5
80.47909,97.425865,152.23087,53.891632,5
195.11703,10.877434,152.16084,101.172745,2
120.714424,84.60366,154.18767,78.003044,5
45.02545,31.578276,149.54254,196.90752,2
136.4171,24.563925,153.2605,73.77337,5
198.2302,61.482338,152.04259,82.74944,5
126.98856,36.668045,153.76862,87.958595,5
137.2204,95.23067,153.36928,157.63612,2
194.2037,96.776825,155.1408,98.543274,5
45.21003,39.9762,152.05328,79.32306,5
99.249084,8.130279,152.57147,197.32018,2
60.32584,18.110811,151.6791,167.56247,2
99.10157,52.48521,151.31703,118.5714,5
52.299915,107.82092,151.6585,174.52446,2
158.22708,10.123432,151.43285,167.95743,2
117.72294,50.8251,151.46228,210.07214,2
42.034252,55.987362,151.48105,77.058815,2
2.1484568,76.46551,150.85864,100.46275,5
38.922775,45.683308,153.06918,102.639946,5
42.496456,149.3199,150.43013,174.82912,2
110.390495,25.762503,152.65854,214.00053,2
71.07332,135.08508,151.6946,98.67172,5
151.7121,113.86266,154.04181,71.715065,2
72.8579,97.14473,151.7209,186.77176,2
148.49432,140.86443,153.56519,78.7226,2
23.85907,97.83098,150.8515,103.221725,2
62.72758,49.38517,150.98047,217.70847,2
25.497503,142.65628,150.93668,163.97672,2
26.927763,77.61516,151.11488,72.57521,2
11.508948,57.28738,150.93167,185.75012,2
180.37538,45.28627,152.49875,151.40991,2
197.81209,140.53087,155.54237,84.47113,2
168.90762,101.24676,153.63797,114.18976,2
195.93208,42.250404,152.86627,180.77927,2
130.40154,124.23488,153.09755,194.52469,2
22.765862,83.710976,150.89069,184.10637,2
69.3272,70.24931,152.92679,97.42769,5
82.94442,121.94455,151.51492,77.319176,2
113.20291,23.308931,152.53822,163.07214,2
69.02798,103.811,151.7481,59.23275,2
120.38422,112.43761,152.59497,158.22597,2
110.66661,126.91498,152.42865,202.322,2
142.34521,69.599304,151.35715,193.07466,2
150.96555,96.77393,153.70549,185.87793,2
77.55921,145.95538,151.4414,83.064674,2
149.6032,73.52849,152.47954,62.731144,5
163.66121,27.889307,151.6153,181.14682,2
43.99182,45.26052,152.16866,107.7462,5
9.207074,88.042435,151.6432,88.96056,5
188.19995,124.19133,155.78821,99.53891,5
14.2393265,85.7384,150.53412,191.93886,2
110.53227,0.7240532,153.96588,86.34363,5
50.822685,56.9604,151.87788,95.43352,5
78.414085,51.183044,151.54587,103.76396,5
48.414856,101.0073,151.71622,192.34837,2
192.0209,23.86068,152.68716,130.89853,2
160.54373,117.86821,153.98376,151.6754,2
175.02399,51.825443,153.87141,83.881,5
80.4675,81.125046,151.79887,137.44939,2
117.15196,45.746323,153.83998,64.587166,5
41.995777,88.52355,152.39351,43.796925,5
101.69914,24.727507,152.90256,213.79373,2
68.423935,123.76403,153.03712,109.52662,5
172.55585,121.46912,154.81992,79.4806,5
2.715574,73.56556,150.35994,173.25034,2
173.18604,56.281807,151.60518,51.78909,2
116.00443,126.02772,152.5551,181.64763,2
122.32437,80.09351,152.41667,181.49013,2
183.46454,62.89824,151.05063,199.22221,2
66.00931,134.96149,150.92317,178.68625,2
124.718094,100.72572,152.93092,88.56534,2
94.822296,53.084343,150.81458,49.09583,2
172.58278,119.47469,154.1639,188.44034,2
182.6443,52.42648,152.8217,83.39683,5
163.27333,126.41587,154.12949,163.00937,2
108.402466,26.21102,152.69807,193.88612,2
56.791428,17.04737,151.58542,63.29258,2
71.62652,68.76352,152.1884,75.91245,2
186.1552,80.38754,152.58475,159.8802,2
160.88315,81.735405,153.02417,212.82668,2
30.322771,5.116391,150.95276,92.284294,2
32.878136,54.045994,151.88567,92.52786,5
44.534298,95.12916,151.83824,144.83057,2
59.73408,106.01397,153.26718,113.73925,5
21.850595,33.42094,151.20358,236.00096,2
120.06772,133.05032,154.10849,123.17743,5
152.01985,68.093956,151.17336,86.51299,2
75.26432,25.157381,153.57132,75.53845,5
38.912514,28.188799,150.67339,94.22345,5
64.798004,125.764595,151.25282,57.27519,2
182.2788,137.35422,155.06667,234.16812,2
100.8174,118.19156,151.84756,175.54604,2
173.75221,49.887493,152.22621,76.761345,2
93.3819,21.444714,152.79463,171.41394,2
104.907555,67.70483,151.48526,173.12723,2
144.43637,29.45605,151.33969,182.20122,2
164.03209,145.09729,155.5617,110.97655,5
72.20076,137.24113,151.18303,86.37739,2
164.85309,26.039413,151.63745,214.0991,2
186.89432,125.544655,154.61906,131.8911,2
63.549423,108.50905,153.39618,100.52228,5
31.896688,98.1811,151.30882,221.1083,2
76.61013,141.30196,152.42796,96.04123,5
40.63886,78.30921,152.90234,59.510292,5
40.85896,43.979843,151.1054,195.13785,2
39.287693,49.77744,151.39952,117.25466,2
122.56291,47.284283,151.82416,187.38495,2
1.8512118,51.486332,150.82756,179.19484,2
58.896122,93.15006,152.87097,108.3168,5
145.17857,1.3233522,152.23438,92.2282,5
188.78943,13.151412,152.13107,177.33961,2
24.568039,33.603783,151.16104,186.86006,2
162.18341,76.23662,152.31941,176.12643,2
186.47748,120.5339,155.99243,110.91864,5
143.64058,2.151347,151.56554,85.54316,2
187.84183,27.725702,152.54742,162.32306,2
185.99861,44.99459,153.18404,117.89628,5
171.18137,53.359516,151.92236,105.02443,2
7.1175942,74.66034,150.44243,97.97043,2
122.802124,122.409065,152.8227,175.04863,2
86.31481,102.09121,151.48836,179.14534,2
120.601166,138.01463,152.79883,213.17891,2
158.05548,72.16748,151.6712,175.72052,2
11.924007,24.431135,150.89726,181.53654,2
69.69967,132.52911,151.16791,180.29523,2
109.43787,86.857735,152.22281,89.88303,5
12.690544,90.1398,150.41202,181.97098,2
11.534012,80.18287,150.44885,158.50092,2
22.715172,97.54323,151.21614,59.995167,5
119.69497,127.46621,152.61626,181.99442,2
150.86397,73.28595,152.86377,33.987694,5
61.922573,5.33944,152.03127,152.02834,2
23.85698,126.37823,150.92273,174.12813,2
158.78206,104.84678,153.782,204.38225,2
172.68556,109.50198,154.3947,99.5107,5
149.38173,64.75242,150.85495,107.02368,2
53.62853,49.575104,151.5414,96.23179,5
80.655235,1.1756707,152.35461,210.04266,2
10.020004,119.44112,150.80467,122.25622,2
162.55855,91.35516,153.47433,159.52522,2
27.525219,46.41764,151.85188,94.80125,5
34.272423,126.630554,152.62979,122.8392,5
144.78343,118.69104,153.5854,169.45511,2
1.2317736,38.396545,150.90819,158.85106,2
48.64947,102.240776,152.77274,67.617424,5
137.06194,33.361366,152.76782,88.436615,5
113.96774,123.4127,153.73868,75.707405,5
101.29064,133.29489,152.26094,215.20454,2
179.70294,48.230896,152.44435,177.65796,2
110.939316,47.88136,152.0267,38.57098,2
169.31387,44.070625,152.1454,109.58174,2
115.62379,70.039406,153.03876,140.23485,5
87.44649,36.070435,152.39018,188.89973,2
169.79114,51.08846,151.92947,188.92827,2
8.537114,117.0771,150.70808,193.44664,2
7.761389,138.46233,151.40431,194.02861,2
191.54974,23.285927,152.55122,190.46068,2
52.241417,101.55832,152.00449,73.63153,2
178.65309,126.24101,155.50453,86.21908,5
83.42175,144.9027,151.79866,217.31358,2
76.88585,33.79843,151.90144,179.93617,2
155.7711,58.15649,151.02386,179.78397,2
67.99015,15.936325,152.0703,182.71762,2
180.56989,145.7522,155.25105,178.32951,2
58.6573,22.613201,151.37267,188.08356,2
122.02297,10.073757,153.4061,93.71451,5
2.3808532,102.466774,150.28151,202.45891,2
176.37518,50.43829,152.26459,62.761097,2
146.36627,6.321322,151.43633,163.27518,2
86.515594,111.967606,151.48503,181.76805,2
17.542389,8.991377,149.33423,173.5669,2
62.882328,66.00661,152.39828,90.68027,5
6.3520746,99.623085,150.29488,174.06099,2
168.95715,132.53099,156.10089,108.99182,5
3.8314476,12.039664,149.68845,171.36067,2
21.935602,118.515274,151.33131,106.936005,5
7.075394,130.43736,151.72311,87.44526,5
84.66941,22.802338,152.7112,195.4763,2
146.25316,53.26297,151.34154,167.45781,2
174.46657,126.62368,154.36082,176.94066,2
23.964153,35.37066,151.23077,73.189354,2
46.74679,16.583952,151.3408,82.09285,5
36.9098,71.256676,151.53299,95.547104,2
197.46867,109.033066,155.39658,88.59602,5
9.15178,13.995176,149.88377,73.99188,2
101.62154,129.16757,152.81512,124.86718,5
135.83386,25.956362,151.56068,86.079704,2
39.738884,132.29903,151.92099,141.25691,5
37.944508,1.8352954,151.53946,86.679924,2
71.753456,105.242325,152.64961,81.53444,5
164.31651,52.572563,151.9485,95.923325,2
19.430544,103.15435,151.92491,103.670555,5
92.22958,41.975224,152.0603,151.37642,2
20.944832,132.1716,151.02994,163.07251,2
131.3603,149.32861,153.09184,71.24655,2
191.13255,81.1254,152.67154,204.48735,2
130.50932,130.84512,153.00638,171.66672,2
52.832256,28.356882,150.77599,58.53284,5
101.35462,75.5608,151.81248,160.68388,2
110.77444,124.145485,152.36128,180.61075,2
47.45973,146.6996,150.36116,96.097725,2
30.38919,8.422295,150.6857,190.73012,2
159.58249,10.318463,152.20784,89.59386,5
194.48076,147.94965,157.35101,45.45489,5
117.20869,24.685629,152.40445,163.45987,2
20.81815,5.8816843,149.94801,156.5987,2
12.756614,34.54977,151.30893,166.42403,2
187.98538,72.710045,151.60098,194.91238,2
127.73497,72.73072,153.61572,62.12067,5
0.68309164,101.58895,150.25137,92.14964,2
127.12819,143.86362,153.2833,119.78325,5
110.59151,68.78348,151.67203,91.80835,2
145.40373,73.2225,152.00212,196.1374,2
140.13469,55.251186,151.05486,187.95172,2
186.29053,74.28528,151.73021,98.685,2
131.78291,102.34171,154.47507,123.60834,5
138.95729,46.229675,151.65572,178.08636,2
161.4778,7.9531116,151.43028,90.07981,2
64.050354,73.694275,152.03487,179.472,2
65.55767,123.73854,153.0953,88.970665,5
57.52329,118.970276,151.42383,130.29187,2
178.47737,116.53135,154.02701,173.76695,2
32.97298,136.3826,150.76802,179.52798,2
166.38795,47.6842,152.0888,129.59137,2
181.15881,97.70575,153.30014,152.05884,2
58.395397,131.172,150.96208,42.9747,2
159.6931,131.28192,153.99748,114.657814,2
127.01444,125.51168,152.95102,195.84334,2
93.86782,52.74481,150.8146,213.63058,2
62.142033,13.865752,152.03741,99.003555,2
33.34534,104.73451,151.37654,129.66217,2
110.37001,82.44722,152.60666,119.06573,5
12.196708,31.942457,151.32396,53.863094,2
66.08438,48.66657,152.56857,62.12807,5
155.50912,27.067114,151.39824,190.00418,2
44.411392,109.40278,151.51299,223.82004,2
185.50677,21.270605,152.2936,197.71927,2
14.719726,106.71566,150.95348,137.05045,5
33.643547,145.6409,151.07227,79.56926,5
116.17114,147.5621,152.91472,189.2993,2
32.234123,57.02623,151.37282,140.68639,2
186.92085,9.750831,153.88011,53.171116,5
35.77112,114.340836,151.13806,133.46155,2
108.262436,26.06288,152.75339,183.1088,2
51.79788,96.52209,151.92247,203.89346,2
63.93419,98.93626,151.83952,183.71342,2
109.17137,99.9256,153.55983,124.1267,5
128.86443,41.031033,151.9258,136.19113,2
163.2677,89.50626,153.38266,154.01245,2
188.91814,132.64474,154.95274,183.31229,2
192.52885,18.047646,152.38464,187.8662,2
140.2301,123.00107,153.46872,177.9231,2
120.1131,82.31813,152.34592,142.99266,2
57.755592,93.17493,152.00804,167.00833,2
177.95505,100.017365,153.44579,206.93382,2
11.635513,10.895993,149.23567,18.875763,2
100.8317,46.58693,152.04858,116.572,5
49.646236,23.369164,150.51994,115.34587,2
1.9325641,132.40758,152.49869,78.13978,5
63.12714,81.142815,152.01889,166.05788,2
99.347336,103.70561,151.53838,172.17612,2
3.21644,70.01639,150.41583,184.5172,2
91.27091,145.67072,152.3516,59.625698,2
114.325966,34.06894,153.96193,129.6547,5
85.610344,92.98364,151.93097,118.996544,5
99.06484,95.55999,151.52206,201.67117,2
195.72682,9.619244,152.1255,191.57706,2
16.898375,20.299076,150.23895,166.02539,2
151.67554,130.05756,153.73546,194.66194,2
174.76216,126.63349,156.27672,121.00924,5
82.96122,75.75283,151.8682,191.56227,2
19.19917,52.686546,151.19148,196.58948,2
53.105717,149.69843,150.37518,208.63513,2
132.37964,31.754908,151.64255,188.7277,2
45.176243,83.64762,151.87178,157.48526,2
82.17203,49.50989,150.7363,165.62198,2
160.41936,69.72009,153.069,102.56828,5
120.62174,79.015045,152.37872,180.52483,2
149.21051,50.713272,151.55289,198.01479,2
126.02943,22.524597,152.2834,96.52863,5
88.18396,22.07023,152.79674,140.68114,2
64.89366,110.202774,151.70213,107.833405,2
144.70688,98.28768,153.76947,86.71949,2
87.04613,81.13363,152.5086,93.78091,5
24.357605,91.656296,150.9325,164.67233,2
111.44275,20.590624,152.54413,183.88852,2
13.375422,47.857338,151.40308,61.575577,2
85.68084,52.853203,150.77611,217.40715,2
64.57491,128.89015,151.07721,191.6104,2
66.02318,135.98003,150.96877,158.06252,2
194.73001,44.45933,153.07417,68.66031,2
144.60336,51.643604,153.14537,91.62097,5
94.59582,6.144033,153.16315,130.53566,5
159.08661,90.26137,153.46935,217.9975,2
124.57118,128.27013,152.87595,179.61606,2
167.2129,122.88049,154.39825,89.71094,5
159.90108,64.6067,150.81058,191.61147,2
0.5763239,101.36609,150.42987,117.78689,2
36.529446,65.14329,151.46336,175.95555,2
56.514168,2.8042421,151.98648,148.26256,2
170.94542,95.97734,153.95827,70.04351,5
166.76509,25.113214,153.0564,79.09138,5
129.71213,133.51324,153.40273,76.66404,5
129.386,81.31537,152.75623,202.30797,2
124.777466,72.21888,151.84746,179.87506,2
47.5106,0.7617103,153.5586,69.35642,5
156.74234,124.00065,153.97993,165.6404,2
119.67105,147.79501,154.60818,137.0316,5
125.75188,121.853195,152.98297,59.79972,2
63.75978,109.039925,153.34135,113.82667,5
6.73891,135.24023,152.21133,55.22153,5
53.35004,15.245834,152.56673,109.16259,5
168.84822,100.91698,153.61464,200.28084,2
68.50244,8.715875,152.17557,155.25963,2
13.367179,48.16724,152.00534,100.97655,5
41.39334,77.14361,151.75163,192.87296,2
102.08726,80.31383,151.77328,72.689514,2
55.023174,128.59134,150.94638,185.06102,2
154.34833,93.05897,154.3367,103.14713,5
158.74432,26.018068,151.5072,68.992645,2
109.82888,3.7308915,153.99689,61.28597,5
8.532656,42.154892,151.98326,96.603294,5
143.62392,99.21721,153.63957,161.27344,2
180.42456,50.97026,152.32642,204.63403,2
141.84734,62.49224,150.67148,155.27466,2
74.289116,67.04143,153.54202,75.3428,5
66.76542,130.27081,151.13884,162.93748,2
71.69435,119.71001,151.35873,183.75479,2
103.17734,50.089367,151.31018,186.39374,2
114.80479,84.996155,152.15924,155.04266,2
3.053299,141.79716,153.30183,84.01055,5
50.132214,107.38464,151.6637,185.87444,2
6.7710686,109.55592,150.45662,187.76881,2
68.75167,62.900574,152.17111,76.509735,2
171.63503,25.275602,151.91331,157.58481,2
161.54999,96.48752,153.69954,158.34665,2
34.81637,47.02062,151.33429,96.88183,2
174.7537,123.652374,154.26227,145.35258,2
9.669389,42.358322,152.48993,81.62671,5
91.95441,149.15842,152.27736,188.29874,2
63.12667,109.800224,151.62376,167.5232,2
190.28967,51.575256,152.54852,179.63257,2
186.01605,47.71686,152.63452,158.80968,2
71.879776,126.073395,151.32318,178.64526,2
111.37971,96.79939,153.68936,117.55179,5
158.9457,81.680565,153.03531,179.58119,2
105.35439,74.27407,151.8846,161.41798,2
119.23546,102.46234,154.03061,79.88028,5
61.097523,21.519924,151.58852,182.85083,2
129.8818,76.54215,152.7006,141.13803,5
161.95946,106.77402,153.82498,179.35689,2
76.60447,79.33326,152.61572,58.62882,5
61.340378,121.4581,151.3033,191.41685,2
21.664238,15.374574,149.45113,183.40141,2
64.52135,149.5904,150.6944,180.70892,2
140.8629,52.456875,151.31688,182.91624,2
197.80287,79.29006,152.58159,162.56335,2
80.25807,111.95359,153.02505,85.53929,5
34.204155,74.761856,151.53874,99.22557,2
93.46886,147.10521,152.2952,145.24084,2
131.92818,102.39903,154.7075,90.76976,5
92.32384,51.62527,150.79372,202.15909,2
163.96744,19.74551,151.59581,179.0314,2
119.37936,123.25269,153.6363,86.87853,5
133.74486,33.82279,151.69516,202.39575,2
116.810005,95.01205,152.3054,145.23619,2
8.758626,75.10281,151.22078,91.680115,5
47.968838,56.880493,151.55568,173.24275,2
135.15176,45.05699,152.38719,95.47229,5
171.09181,38.153507,152.09952,97.26521,2
158.68721,98.68299,153.74127,186.02122,2
21.610628,50.33868,151.3275,33.554974,2
138.21078,85.32764,153.20435,193.19305,2
105.88371,48.86672,151.50981,204.33813,2
53.361908,57.481277,151.63626,196.70842,2
198.04726,56.104412,152.15742,96.42204,2
15.748934,121.44586,150.87553,212.24834,2
183.87656,41.862522,152.93277,94.116394,5
26.406729,148.4595,150.99031,188.40926,2
154.53535,14.4655285,151.34026,197.40489,2
1.3314793,28.25713,150.83105,217.76244,2
148.81429,67.4777,151.01915,173.05208,2
33.1945,37.643517,151.02507,76.54074,2
198.54886,28.901733,152.79796,65.23517,2
152.9402,146.35889,153.6992,90.76839,2
11.0778055,116.2697,150.7108,209.74057,2
124.63746,28.417294,152.7749,121.01928,5
12.8232155,55.73435,151.11066,117.9127,2
112.350296,6.6878443,152.21487,193.21814,2
68.77033,149.10783,150.93631,178.49718,2
138.75652,8.60656,151.52373,173.7885,2
69.39112,24.173346,151.97012,192.91206,2
99.31929,52.82526,150.82816,162.4625,2
63.029446,44.24732,150.27121,197.62373,2
34.289433,67.54402,151.48349,178.95158,2
91.053894,22.375755,152.83798,182.90393,2
72.898834,83.78917,152.17319,90.589516,2
154.27234,135.06076,154.27237,76.19651,5
58.54838,47.580933,150.93642,202.18277,2
73.51782,95.60685,151.66379,171.62244,2
144.56566,5.6674094,151.5302,110.284546,2
33.05271,85.01612,152.9971,82.87552,5
94.21179,76.40496,152.36897,105.2153,5
145.22784,48.896397,153.3525,104.38343,5
116.04705,144.42773,154.13704,85.82779,5
187.43439,95.88596,153.52986,41.030254,5
0.85736185,73.95405,150.30504,56.799538,2
53.489056,37.358387,150.51361,123.26688,5
52.517715,112.818,151.4994,191.18947,2
46.075848,73.395035,152.366,73.346054,5
18.874043,121.93635,150.86014,215.89087,2
109.75476,120.16591,153.01035,71.61528,5
22.698282,95.48332,150.82698,47.496017,2
39.427788,72.64233,151.61743,140.2875,2
181.92282,132.78801,156.67531,64.26869,5
79.58882,0.09596315,152.30019,169.20819,2
66.17559,123.72271,153.10388,91.04404,5
87.26905,127.15354,151.72835,194.71436,2
29.018848,133.8095,150.9053,148.44543,2
113.046295,116.76442,152.26782,114.2107,2
31.82399,31.62699,150.50813,212.62733,2
136.26036,40.17912,151.73224,176.06215,2
122.365456,88.90917,152.64568,77.95743,2
17.766214,14.488602,149.33867,173.6932,2
58.19443,125.81949,151.11467,222.78197,2
115.59533,122.95219,152.45113,160.4156,2
14.19132,121.08212,150.7941,203.35233,2
111.12418,122.16329,152.33736,119.01798,2
188.64183,41.901405,153.04,142.36125,5
148.70079,119.26699,153.78165,55.736935,2
50.852245,77.39022,151.96176,122.681946,2
122.446754,80.08513,152.41809,183.66933,2
165.55933,78.45467,152.5862,211.97238,2
11.134489,65.254234,150.75505,158.25859,2
157.60387,136.91788,153.93425,189.08199,2
125.32307,82.63909,152.83054,82.88819,2
143.30907,91.86636,153.55232,196.06839,2
60.3392,147.35992,151.68347,96.25931,5
82.64292,18.890747,152.64633,187.6036,2
148.0105,45.56419,153.25337,46.56884,5
190.6295,80.713135,152.67409,91.61055,2
169.11641,110.10142,153.82399,189.5562,2
62.75177,50.449146,151.1732,72.808426,2
147.71608,4.563268,151.46965,205.52261,2
193.71008,51.31292,153.77367,62.99432,5
23.128393,27.636475,152.46701,122.6942,5
195.7241,53.524834,152.52707,85.828285,2
77.71658,125.65359,151.40668,179.21423,2
56.97809,123.59982,151.14774,179.7757,2
83.963196,80.89575,152.02625,80.727684,5
171.04704,27.086115,151.9125,172.48749,2
60.57791,69.532166,151.99004,186.79375,2
179.69011,54.8797,151.95354,175.57158,2
51.80755,17.999191,151.73755,92.3107,5
119.13286,58.812157,150.72736,126.4727,2
23.061407,75.68856,150.9753,153.83844,2
62.78835,78.28046,151.99576,187.22485,2
190.16806,1.3707371,151.70988,184.25703,2
60.97772,144.0753,151.19995,103.74059,5
188.14304,68.52013,151.17061,78.00433,2
67.95386,95.36164,151.84233,191.18016,2
5.7947645,42.985542,151.04753,162.97409,2
23.880772,93.977325,152.29843,35.85302,5
27.929598,37.339756,152.06894,115.60953,5
69.9512,9.856116,152.22023,211.34459,2
105.564804,91.43207,152.30415,50.926666,5
78.9269,124.06686,152.86414,53.87674,5
127.728355,99.75085,154.61835,98.168434,5
4.478029,99.61711,151.97899,123.61739,5
34.4247,87.651215,153.17038,129.21077,5
29.186779,125.616104,150.96552,103.55315,2
19.191238,57.40628,152.55461,97.84152,5
109.11207,127.788025,152.42928,164.35115,2
119.91397,122.603935,152.60027,63.58308,2
53.70979,139.50555,150.92522,91.69867,5
163.11848,21.737354,151.55106,185.21074,2
73.511024,28.20122,153.22127,100.73273,5
141.87993,107.51912,153.59859,72.370636,2
2.3542871,52.3437,150.8276,129.75655,2
93.638115,91.93486,151.41414,124.132576,2
59.166534,118.82844,151.44687,77.232475,2
0.15673953,126.30471,152.04814,115.31627,5
130.3354,149.03777,153.06294,141.97513,2
155.65468,26.31928,151.54904,59.027344,2
98.885704,77.80902,151.73935,187.0664,2
69.16861,0.10202382,152.88274,96.409706,5
17.762018,6.2488065,150.46262,63.739437,5
93.81598,49.273083,151.09666,189.57652,2
86.406845,42.191757,152.45044,90.18933,5
187.28438,122.55678,154.47556,160.19951,2
63.156097,4.306987,152.06372,185.20981,2
162.85606,126.75686,154.08078,209.253,2
157.28845,27.454502,152.963,108.27817,5
165.41388,56.40269,151.43413,84.62535,2
197.1477,48.744038,152.7814,209.58046,2
43.964294,94.457634,152.23126,94.6407,5
2.4650416,23.578108,150.82939,126.06097,2
114.14173,15.346584,152.3552,174.11555,2
180.75749,46.6622,152.5563,173.5885,2
164.55545,67.75966,151.17513,128.6618,2
86.4337,77.586624,151.7508,170.79616,2
197.15588,53.237404,152.50357,73.803795,2
101.395706,95.730286,151.6733,131.31708,2
85.976685,24.122374,152.76228,195.43161,2
42.315777,133.74149,150.60765,163.84418,2
135.66994,98.932304,153.38397,215.8567,2
42.522552,119.92566,151.1719,211.61153,2
63.314205,76.229416,153.11703,95.0057,5
162.70697,104.22602,153.78297,126.128914,2
44.87736,58.41324,152.16061,99.84679,5
137.3565,84.195274,154.06015,66.8012,5
86.42765,23.273375,152.83186,72.970505,2
35.116734,70.40688,151.43466,207.18895,2
10.5720005,89.43372,150.3335,157.36458,2
84.63782,121.6517,151.83376,120.88959,2
136.90837,103.72504,153.39734,172.2385,2
170.02168,82.09227,152.91324,183.61725,2
75.891975,70.500374,151.96404,161.19092,2
46.61022,76.56179,151.88902,190.67569,2
61.30973,27.690617,150.9544,182.47581,2
188.57802,128.31833,154.71759,167.62117,2
165.95819,100.64595,153.90456,48.492672,2
150.91191,11.249851,151.31523,82.353546,2
107.92921,1.0731056,152.16602,192.82832,2
44.55944,81.97893,153.54648,69.65686,5
170.98918,100.53747,153.55869,196.71635,2
33.38004,31.510487,150.30988,194.53749,2
180.0762,104.059074,153.53662,153.5684,2
88.688034,22.045174,152.75275,173.75935,2
185.30203,68.66706,151.06822,197.75632,2
86.049614,106.18846,152.60005,89.57198,5
76.13372,65.71963,152.17712,110.32309,2
94.812126,46.324615,152.3534,91.54001,5
185.68921,72.01347,151.98079,122.13667,5
134.2632,39.24,152.63826,71.75525,5
199.74579,119.44927,154.4435,188.28403,2
197.13489,45.594177,154.52396,38.263287,5
84.076355,9.680353,152.52443,189.85226,2
119.64532,91.31753,152.39427,189.6797,2
24.91858,55.701637,151.26028,190.51633,2
44.170498,71.87048,151.74072,173.52196,2
59.758266,74.511826,152.00229,206.48521,2
23.794525,82.60057,151.18088,61.58915,5
142.73634,24.249374,152.21466,112.90647,5
140.94174,87.70985,153.40016,167.56927,2
12.59057,95.1904,150.424,137.5988,2
3.842704,117.31502,150.71196,178.35182,2
20.997818,74.39742,150.87117,179.85141,2
101.35201,27.689583,152.91174,192.34033,2
186.97444,36.57236,154.35599,99.40128,5
72.77759,149.1701,151.27118,66.157616,2
115.97219,29.203012,152.4723,166.76228,2
